@relation 'Real-Time Air Quality Prediction System-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.RemoveUseless-M99.0'

@attribute City=Delhi numeric
@attribute City=Mumbai numeric
@attribute City=Kolkata numeric
@attribute City=Chennai numeric
@attribute City=Bengaluru numeric
@attribute City=Beijing numeric
@attribute City=Shanghai numeric
@attribute City=Guangzhou numeric
@attribute City=Los_Angeles numeric
@attribute City=New_York numeric
@attribute City=London numeric
@attribute City=Paris numeric
@attribute City=Tokyo numeric
@attribute City=Seoul numeric
@attribute City=Singapore numeric
@attribute City=Sydney numeric
@attribute City=Dubai numeric
@attribute City=Mexico_City numeric
@attribute City=Johannesburg numeric
@attribute City=Cairo numeric
@attribute PM2_5 numeric
@attribute PM10 numeric
@attribute NO2 numeric
@attribute SO2 numeric
@attribute CO numeric
@attribute O3 numeric
@attribute Temperature_C numeric
@attribute Humidity_percent numeric
@attribute Wind_Speed_mps numeric
@attribute Atmospheric_Pressure_hPa numeric
@attribute Air_Quality_Level {Good,Moderate,Unhealthy,Very_Unhealthy,Hazardous}

@data
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.57,66.09,6.73,3.47,0.63,40.17,18.86,62.71,2.57,1018.91,Good
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.18,99.96,19.24,3.30,0.95,46.15,17.18,41.18,3.48,1023.10,Moderate
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.88,154.60,34.13,10.11,1.51,61.06,15.69,61.96,3.78,1014.07,Unhealthy
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.71,155.11,24.33,12.99,1.50,49.56,28.70,56.00,3.96,1011.20,Unhealthy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.21,159.12,35.84,6.42,1.41,60.06,32.36,82.75,3.09,1005.64,Unhealthy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.42,159.88,26.65,12.06,1.10,48.58,23.47,56.76,3.26,1008.06,Unhealthy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.46,53.28,28.01,3.48,0.10,53.03,15.32,33.42,3.36,1014.13,Good
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.19,202.53,33.39,7.79,2.07,50.47,28.03,64.81,2.16,1009.34,Very_Unhealthy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.44,119.34,28.74,7.57,1.03,57.76,32.76,48.79,3.47,1010.54,Moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.89,102.57,16.55,5.44,0.57,60.02,35.34,78.17,4.38,1002.10,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.87,50.56,29.28,3.52,0.49,72.39,22.11,52.11,3.73,1010.77,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.12,63.81,21.96,2.50,0.88,73.27,23.69,58.39,2.44,1010.09,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.27,34.39,28.53,1.00,1.01,56.89,30.76,70.64,2.72,1004.35,Moderate
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.37,58.01,17.82,2.89,0.49,46.12,12.63,65.95,3.04,1017.64,Good
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.67,219.20,52.83,14.39,1.66,72.27,10.74,43.23,2.88,1015.66,Very_Unhealthy
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.19,83.54,11.95,1.00,0.27,60.01,17.29,54.19,3.05,1016.09,Moderate
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.12,36.54,11.89,1.05,0.72,52.20,22.58,63.95,3.05,1014.24,Good
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.09,162.44,55.36,10.81,1.74,57.62,17.91,69.17,2.20,1017.23,Unhealthy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.25,82.65,25.84,6.24,0.13,68.93,21.38,49.40,3.50,1014.15,Good
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.56,192.21,38.36,12.16,1.55,61.17,27.82,51.71,2.34,1008.18,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.68,158.38,36.32,9.92,1.30,47.23,32.07,42.51,2.99,1008.51,Moderate
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.79,193.82,51.33,13.04,2.08,52.84,14.53,31.48,4.16,1015.03,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.67,140.34,40.34,9.16,1.52,57.86,23.52,68.39,2.51,1009.92,Moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.45,97.54,29.48,8.44,0.60,44.65,23.49,63.86,3.07,1010.04,Unhealthy
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.02,199.69,48.72,13.90,1.90,51.02,15.96,36.33,3.39,1017.27,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.35,49.38,14.26,2.89,0.31,57.51,31.55,70.43,2.23,1009.63,Good
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.60,79.06,15.91,7.10,1.14,53.10,17.03,57.29,3.57,1015.09,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.88,54.03,11.72,3.54,0.59,79.36,20.71,51.79,3.49,1017.98,Good
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68.63,140.21,41.26,10.36,1.75,66.67,19.10,54.73,3.69,1014.58,Moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.80,143.39,40.29,10.30,0.95,53.17,29.02,63.46,3.39,1007.52,Unhealthy
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.34,53.82,22.28,1.00,0.62,55.16,19.41,62.54,3.68,1018.65,Moderate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.86,135.58,33.65,8.37,0.97,46.55,31.68,61.79,4.11,1007.83,Moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.72,108.82,34.26,12.13,0.98,55.36,33.70,58.42,1.34,1010.30,Moderate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.75,144.17,31.46,6.87,0.72,58.73,33.63,69.21,5.48,1004.82,Moderate
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.70,49.09,23.46,2.52,0.51,47.49,20.61,64.34,4.39,1017.33,Good
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.84,83.95,28.86,6.66,0.66,72.37,20.78,66.52,2.76,1018.96,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.83,72.56,15.91,6.68,0.40,71.18,20.28,46.38,1.56,1009.00,Good
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.43,188.51,29.20,9.90,1.30,48.23,31.76,72.02,2.32,1009.83,Unhealthy
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.50,155.06,35.91,9.00,1.32,77.63,19.60,50.43,3.66,1015.71,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.72,82.06,26.19,5.79,0.97,66.03,19.62,40.72,4.65,1021.42,Moderate
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.73,84.72,23.19,1.70,0.25,54.94,15.06,69.18,3.04,1020.01,Good
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105.73,168.73,40.23,11.24,1.58,55.07,17.36,41.65,3.52,1015.76,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.89,15.48,3.21,3.45,0.61,70.97,18.85,63.63,4.07,1014.09,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.83,43.47,33.86,6.76,0.41,69.87,19.24,57.09,2.86,1013.20,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.07,70.87,15.78,5.54,0.10,57.19,23.65,72.10,2.00,1002.74,Moderate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39,96.93,21.72,6.95,0.82,31.74,26.49,56.05,2.45,1009.09,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.70,56.03,17.90,4.36,1.22,68.06,23.08,58.24,3.69,1013.85,Moderate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.64,80.26,26.37,6.10,1.02,41.35,24.20,44.01,4.43,1009.67,Moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.74,149.77,31.16,11.22,0.69,56.90,23.37,65.01,4.63,1008.52,Good
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.44,159.91,35.90,9.73,1.92,61.54,20.50,58.41,3.68,1013.19,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.28,182.67,28.12,9.61,0.97,61.49,20.82,52.57,3.14,1014.67,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.07,89.28,27.14,2.54,0.78,70.61,21.26,61.01,3.38,1013.77,Good
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.19,73.07,13.36,8.19,0.45,45.07,11.62,39.89,2.54,1023.93,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.74,145.05,35.89,5.35,0.10,72.33,8.53,31.84,3.92,1026.11,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.77,106.90,27.12,6.52,0.78,53.83,16.84,38.97,3.38,1017.15,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.14,52.93,26.08,6.78,0.88,45.44,15.53,62.53,2.51,1013.34,Good
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.38,57.11,12.00,1.80,0.50,47.06,20.10,59.84,3.84,1018.11,Good
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.50,111.41,32.73,10.09,1.01,60.12,27.25,64.70,1.98,1013.74,Moderate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.69,75.63,27.37,5.41,1.17,42.91,27.70,53.32,5.42,1004.79,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.61,148.28,26.89,6.74,0.91,51.72,39.41,57.68,3.85,1000.89,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.96,23.93,21.83,6.36,0.13,62.05,27.07,51.97,3.94,1013.46,Moderate
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.21,155.52,35.20,8.46,1.37,45.05,28.83,71.67,0.91,1008.92,Unhealthy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.48,163.45,32.51,6.59,1.08,56.22,29.19,74.31,3.26,1009.65,Moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.67,91.92,20.59,9.47,1.23,50.87,27.27,65.47,5.27,1005.94,Moderate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.72,93.84,20.15,6.27,0.75,53.96,26.39,53.71,2.64,1006.73,Moderate
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.76,156.94,52.33,18.99,1.70,75.71,15.20,34.21,3.74,1014.78,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.86,86.64,35.95,5.65,0.57,66.39,9.75,45.23,3.09,1021.98,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.70,196.36,38.34,11.12,1.10,43.56,29.34,32.56,2.91,1008.01,Unhealthy
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.36,178.59,37.92,10.13,0.71,42.49,27.64,55.32,2.48,1012.88,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.44,104.81,25.89,3.33,0.42,55.58,17.03,56.36,2.93,1015.23,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.29,86.49,16.09,1.00,0.88,47.06,17.44,45.64,1.36,1015.79,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.58,110.18,26.72,10.78,0.66,48.47,31.96,39.63,3.00,1006.33,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29.60,53.45,12.40,3.11,0.23,46.62,32.28,64.02,1.11,1010.87,Good
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.97,160.80,24.37,10.65,1.10,42.10,39.39,35.15,4.39,1004.54,Moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.74,70.64,15.48,5.92,0.40,81.11,22.34,47.08,3.15,1010.93,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.40,136.86,28.72,10.07,1.56,67.75,22.49,43.95,1.16,1012.78,Unhealthy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.99,279.56,55.09,12.91,2.49,49.85,28.32,48.46,2.41,1013.50,Very_Unhealthy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.71,147.95,26.56,5.32,0.72,24.27,35.14,59.17,3.62,1006.82,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.79,167.21,31.50,8.67,1.28,60.01,24.02,53.93,2.89,1011.96,Unhealthy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.17,44.06,22.40,3.70,0.44,69.69,25.10,50.17,3.25,1018.43,Moderate
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.22,61.31,11.44,4.51,0.51,67.82,18.68,63.89,2.02,1017.72,Moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.03,121.77,35.02,7.79,0.54,49.56,35.99,63.12,3.69,1006.19,Moderate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.78,57.58,20.52,2.23,0.37,69.03,18.07,68.82,3.08,1015.78,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.98,64.78,20.85,8.53,0.63,82.57,13.59,46.48,3.83,1024.95,Moderate
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.50,220.48,53.56,15.56,1.53,62.45,17.99,33.64,2.14,1018.80,Very_Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.06,89.55,11.15,3.61,0.28,40.27,27.79,74.03,3.61,1008.53,Moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.25,277.42,55.24,11.55,1.55,60.27,28.72,63.08,3.43,1007.75,Hazardous
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.94,45.13,24.94,4.70,0.55,61.99,23.28,45.74,2.06,1004.70,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.27,173.23,25.26,5.80,1.04,44.91,34.75,46.13,4.78,1003.72,Unhealthy
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.46,183.46,48.64,14.73,1.97,62.57,18.73,32.83,2.48,1012.93,Unhealthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.61,154.74,26.31,7.13,1.05,40.40,32.68,46.35,2.80,1002.31,Unhealthy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.60,109.29,15.31,9.33,0.68,39.52,30.50,77.19,2.99,1005.80,Moderate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.32,63.53,15.80,2.34,0.53,46.42,8.70,58.49,4.12,1010.52,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.43,181.15,28.12,5.54,0.85,57.00,32.39,33.61,3.41,1000.61,Moderate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96.00,168.46,28.49,9.42,0.63,54.06,31.81,33.56,5.45,1008.87,Unhealthy
